city,city_ibge_code,confirmed,confirmed_per_100k_inhabitants,date,death_rate,deaths,estimated_population,estimated_population_2019,is_last,order_for_place,place_type,state,media_movel,variacao_semanal
São José do Povo,5107297.0,217,4876.40449,2022-03-24,0.0369,8,4450.0,4063.0,True,567,city,MT,997.8571428571429,-0.6635658914728682
São José do Rio Claro,5107305.0,2471,11760.5064,2022-03-24,0.0166,41,21011.0,20664.0,True,552,city,MT,1297.7142857142858,5.64247311827957
São José dos Quatro Marcos,5107107.0,4401,23352.43553,2022-03-24,0.0257,113,18846.0,18906.0,True,611,city,MT,1780.4285714285713,3.3062622309197653
São José do Xingu,5107354.0,1329,23647.68683,2022-03-24,0.015,20,5620.0,5595.0,True,567,city,MT,1898.5714285714287,1.647410358565737
São Pedro da Cipa,5107404.0,1060,22217.56445,2022-03-24,0.0255,27,4771.0,4727.0,True,582,city,MT,1977.0,1.0743639921722115
Sapezal,5107875.0,7333,27476.76859,2022-03-24,0.009,66,26688.0,25881.0,True,568,city,MT,2749.285714285714,2.8053969901401143
Serra Nova Dourada,5107883.0,524,31227.65197,2022-03-24,0.0134,7,1678.0,1650.0,True,544,city,MT,2476.4285714285716,-0.7847165160230074
Sinop,5107909.0,33608,23018.38978,2022-03-24,0.0146,489,146005.0,142996.0,True,615,city,MT,7246.571428571428,153.87557603686636
Sorriso,5107925.0,22031,23748.23486,2022-03-24,0.0109,241,92769.0,90313.0,True,582,city,MT,10040.857142857143,7.9158235532173205
Tabaporã,5107941.0,1648,17477.99342,2022-03-24,0.0158,26,9429.0,9489.0,True,548,city,MT,9647.57142857143,-0.6255396500795274
Tangará da Serra,5107958.0,23090,21842.57078,2022-03-24,0.0168,387,105711.0,103750.0,True,616,city,MT,12756.285714285714,16.373965387509404
Tapurah,5108006.0,3812,27139.39912,2022-03-24,0.0092,35,14046.0,13705.0,True,576,city,MT,13149.42857142857,2.5962264150943395
Terra Nova do Norte,5108055.0,2290,24173.96812,2022-03-24,0.0192,44,9473.0,9667.0,True,565,city,MT,12429.0,-0.6877130778671758
Tesouro,5108105.0,646,16893.30544,2022-03-24,0.0248,16,3824.0,3805.0,True,526,city,MT,12446.42857142857,0.23282442748091614
Torixoréu,5108204.0,1001,28221.03186,2022-03-24,0.023,23,3547.0,3609.0,True,519,city,MT,7788.285714285715,-0.9702154248988336
União do Sul,5108303.0,1133,32464.18338,2022-03-24,0.0141,16,3490.0,3525.0,True,611,city,MT,4802.857142857143,-0.948572466070537
Vale de São Domingos,5108352.0,551,17626.35956,2022-03-24,0.02,11,3126.0,3127.0,True,579,city,MT,4646.142857142857,-0.6656553398058253
Várzea Grande,5108402.0,52397,18223.39545,2022-03-24,0.0286,1499,287526.0,284971.0,True,623,city,MT,8832.857142857143,1.2692507579038543
Vera,5108501.0,1812,15891.94878,2022-03-24,0.0193,35,11402.0,11309.0,True,562,city,MT,8547.142857142857,-0.5246589716684156
Vila Bela da Santíssima Trindade,5105507.0,3611,22192.85846,2022-03-24,0.0161,58,16271.0,16128.0,True,597,city,MT,8735.857142857143,0.5768558951965066
Vila Rica,5108600.0,3976,15006.03865,2022-03-24,0.0133,53,26496.0,26037.0,True,572,city,MT,9211.57142857143,5.154798761609907
,51.0,723464,20516.7006,2022-03-24,0.0205,14852,3526220.0,3484466.0,False,731,state,MT,112420.57142857143,721.7412587412588
,15.0,749526,8624.41597,2022-03-24,0.0241,18066,8690745.0,8602865.0,False,737,state,PA,219333.85714285713,660.5410414827891
,25.0,593496,14693.12454,2022-03-24,0.0172,10183,4039277.0,4018127.0,False,735,state,PB,304040.28571428574,1076.125226860254
,26.0,887237,9226.07847,2022-03-24,0.024,21333,9616621.0,9557071.0,False,743,state,PE,423303.14285714284,15.932973261827968
Acauã,2200053.0,228,3210.36328,2022-03-24,0.0088,2,7102.0,7084.0,False,656,city,PI,423076.85714285716,-0.8741721854304636
Agricolândia,2200103.0,829,16156.6946,2022-03-24,0.0121,10,5131.0,5139.0,False,648,city,PI,422679.4285714286,-0.7704237053447798
Água Branca,2200202.0,1702,9742.41557,2022-03-24,0.0452,77,17470.0,17411.0,False,697,city,PI,422354.5714285714,-0.5719315895372233
Alagoinha do Piauí,2200251.0,402,5244.6184,2022-03-24,0.0323,13,7665.0,7651.0,False,662,city,PI,319060.0,-0.9994443400086251
Alegrete do Piauí,2200277.0,553,11244.4083,2022-03-24,0.0163,9,4918.0,4915.0,False,644,city,PI,212063.85714285713,-0.9992622003773052
Alto Longá,2200301.0,858,5983.68087,2022-03-24,0.0175,15,14339.0,14304.0,False,678,city,PI,127401.28571428571,-0.998554328925553
Altos,2200400.0,5568,13712.59697,2022-03-24,0.0192,107,40605.0,40524.0,False,705,city,PI,1448.5714285714287,-0.9937243374656377
Alvorada do Gurguéia,2200459.0,709,13021.12029,2022-03-24,0.0197,14,5445.0,5419.0,False,696,city,PI,1517.2857142857142,2.1096491228070176
Amarante,2200509.0,1736,9861.39514,2022-03-24,0.0207,36,17604.0,17598.0,False,688,city,PI,1646.857142857143,1.0940892641737032
Angical do Piauí,2200608.0,901,13283.20802,2022-03-24,0.0133,12,6783.0,6788.0,False,702,city,PI,1532.4285714285713,-0.47062279670975327
Anísio de Abreu,2200707.0,291,2928.15456,2022-03-24,0.0515,15,9938.0,9880.0,False,695,city,PI,1516.5714285714287,-0.27611940298507465
Antônio Almeida,2200806.0,409,12902.2082,2022-03-24,0.0269,11,3170.0,3164.0,False,631,city,PI,1496.0,-0.26039783001808314
Aroazes,2200905.0,699,11995.88124,2022-03-24,0.0215,15,5827.0,5835.0,False,691,city,PI,1473.2857142857142,-0.1853146853146853
Aroeiras do Itaim,2200954.0,188,7369.65896,2022-03-24,0.0106,2,2551.0,2551.0,False,626,city,PI,704.7142857142857,-0.9662356321839081
Arraial,2201002.0,172,3644.0678,2022-03-24,0.0174,3,4720.0,4727.0,False,574,city,PI,628.0,-0.7574047954866008
Assunção do Piauí,2201051.0,410,5214.2948,2022-03-24,0.0244,10,7863.0,7846.0,False,644,city,PI,438.57142857142856,-0.7638248847926268
Avelino Lopes,2201101.0,527,4653.01077,2022-03-24,0.0436,23,11326.0,11289.0,False,672,city,PI,385.14285714285717,-0.41509433962264153
Baixa Grande do Ribeiro,2201150.0,2672,22894.35353,2022-03-24,0.0135,36,11671.0,11586.0,False,683,city,PI,725.2857142857143,8.18213058419244
Barra D'Alcântara,2201176.0,156,3947.36842,2022-03-24,0.0321,5,3952.0,3951.0,False,636,city,PI,689.1428571428571,-0.6185819070904646
Barras,2201200.0,5936,12580.26915,2022-03-24,0.0175,104,47185.0,47066.0,False,693,city,PI,1437.2857142857142,7.492131616595136
Barreiras do Piauí,2201309.0,114,3400.95465,2022-03-24,0.0351,4,3352.0,3348.0,False,667,city,PI,1426.7142857142858,-0.3936170212765957
Barro Duro,2201408.0,810,11526.96741,2022-03-24,0.0148,12,7027.0,7032.0,False,665,city,PI,1517.857142857143,3.7093023255813957
Batalha,2201507.0,1453,5400.48318,2022-03-24,0.0275,40,26905.0,26857.0,False,686,city,PI,1666.857142857143,2.5439024390243903
Bela Vista do Piauí,2201556.0,324,8039.70223,2022-03-24,0.0216,7,4030.0,4015.0,False,675,city,PI,1637.857142857143,-0.3851992409867173
Belém do Piauí,2201572.0,624,17396.15277,2022-03-24,0.0128,8,3587.0,3566.0,False,671,city,PI,1345.2857142857142,-0.7664670658682635
Beneditinos,2201606.0,1474,14074.28626,2022-03-24,0.0278,41,10473.0,10467.0,False,686,city,PI,1533.5714285714287,8.448717948717949
Bertolínia,2201705.0,1140,20700.92609,2022-03-24,0.0105,12,5507.0,5501.0,False,687,city,PI,848.4285714285714,-0.8079514824797844
Betânia do Piauí,2201739.0,183,2946.8599,2022-03-24,0.0219,4,6210.0,6205.0,False,700,city,PI,858.2857142857143,0.605263157894737
Boa Hora,2201770.0,607,8906.82318,2022-03-24,0.0115,7,6815.0,6781.0,False,691,city,PI,829.2857142857143,-0.25061728395061733
Bocaina,2201804.0,451,10011.09878,2022-03-24,0.0244,11,4505.0,4500.0,False,668,city,PI,686.1428571428571,-0.6896077081899519
Bom Jesus,2201903.0,3840,15125.85181,2022-03-24,0.0135,52,25387.0,25179.0,False,696,city,PI,1188.4285714285713,10.851851851851851
Bom Princípio do Piauí,2201919.0,240,4247.03592,2022-03-24,0.0542,13,5651.0,5630.0,False,703,city,PI,1133.5714285714287,-0.6153846153846154
Bonfim do Piauí,2201929.0,518,9111.69745,2022-03-24,0.0174,9,5685.0,5670.0,False,705,city,PI,997.0,-0.6485753052917231
Boqueirão do Piauí,2201945.0,884,13756.61376,2022-03-24,0.0158,14,6426.0,6407.0,False,653,city,PI,960.4285714285714,-0.22456140350877196
Brasileira,2201960.0,739,8853.48029,2022-03-24,0.0284,21,8347.0,8329.0,False,664,city,PI,1039.857142857143,3.0382513661202184
Brejo do Piauí,2201988.0,160,4158.00416,2022-03-24,0.0312,5,3848.0,3875.0,False,625,city,PI,976.0,-0.7364085667215816
Buriti dos Lopes,2202000.0,1494,7542.7879,2022-03-24,0.0248,37,19807.0,19781.0,False,694,city,PI,1125.0,2.3126385809312637
Buriti dos Montes,2202026.0,722,8736.68925,2022-03-24,0.0139,10,8264.0,8244.0,False,670,city,PI,679.5714285714286,-0.8119791666666667
Cabeceiras do Piauí,2202059.0,759,7140.16933,2022-03-24,0.0224,17,10630.0,10586.0,False,671,city,PI,753.7142857142857,2.1625
Cajazeiras do Piauí,2202075.0,83,2322.97789,2022-03-24,0.0241,2,3573.0,3559.0,False,667,city,PI,691.5714285714286,-0.8397683397683398
Cajueiro da Praia,2202083.0,499,6502.47589,2022-03-24,0.0421,21,7674.0,7642.0,False,656,city,PI,636.5714285714286,-0.43552036199095023
Caldeirão Grande do Piauí,2202091.0,551,9531.22297,2022-03-24,0.0036,2,5781.0,5776.0,False,667,city,PI,609.7142857142857,-0.25439783491204326
Campinas do Piauí,2202109.0,254,4519.57295,2022-03-24,0.0079,2,5620.0,5613.0,False,662,city,PI,623.1428571428571,0.5874999999999999
Campo Alegre do Fidalgo,2202117.0,404,7970.01381,2022-03-24,0.005,2,5069.0,5045.0,False,663,city,PI,467.42857142857144,-0.7295850066934404
Campo Grande do Piauí,2202133.0,518,8683.98994,2022-03-24,0.0212,11,5965.0,5943.0,False,675,city,PI,438.2857142857143,-0.2825484764542936
Campo Largo do Piauí,2202174.0,519,7098.89208,2022-03-24,0.0154,8,7311.0,7279.0,False,668,city,PI,404.0,-0.3162055335968379
Campo Maior,2202208.0,6817,14537.35099,2022-03-24,0.0246,168,46893.0,46833.0,False,717,city,PI,1366.0,81.13253012048193
Canavieira,2202251.0,305,7733.26572,2022-03-24,0.023,7,3944.0,3950.0,False,558,city,PI,1338.2857142857142,-0.3887775551102205
Canto do Buriti,2202307.0,1604,7545.39467,2022-03-24,0.0312,50,21258.0,21187.0,False,695,city,PI,1488.7142857142858,1.9110707803992741
Capitão de Campos,2202406.0,852,7444.29882,2022-03-24,0.0352,30,11445.0,11417.0,False,671,city,PI,1574.142857142857,2.354330708661417
Capitão Gervásio Oliveira,2202455.0,144,3500.24307,2022-03-24,0.0764,11,4114.0,4100.0,False,669,city,PI,1537.0,-0.6435643564356436
Caracol,2202505.0,442,4031.37541,2022-03-24,0.0385,17,10964.0,10916.0,False,707,city,PI,1526.142857142857,-0.14671814671814676
Caraúbas do Piauí,2202539.0,194,3293.71817,2022-03-24,0.0619,12,5890.0,5868.0,False,662,city,PI,1479.7142857142858,-0.6262042389210019
Caridade do Piauí,2202554.0,749,14729.59685,2022-03-24,0.0067,5,5085.0,5067.0,False,652,city,PI,612.8571428571429,-0.8901276221211677
Castelo do Piauí,2202604.0,2249,11407.5577,2022-03-24,0.0173,39,19715.0,19716.0,False,697,city,PI,890.5714285714286,6.3737704918032785
Caxingó,2202653.0,157,2880.20547,2022-03-24,0.0127,2,5451.0,5424.0,False,657,city,PI,683.8571428571429,-0.9021197007481296
Cocal,2202703.0,1568,5631.17256,2022-03-24,0.0319,50,27845.0,27787.0,False,686,city,PI,786.1428571428571,0.84037558685446
Cocal de Telha,2202711.0,625,12757.70565,2022-03-24,0.0208,13,4899.0,4891.0,False,682,city,PI,854.8571428571429,3.3402777777777777
Cocal dos Alves,2202729.0,425,6890.40208,2022-03-24,0.0165,7,6168.0,6153.0,False,688,city,PI,852.4285714285714,-0.038461538461538436
Coivaras,2202737.0,340,8432.53968,2022-03-24,0.0176,6,4032.0,4020.0,False,683,city,PI,873.2857142857143,0.7525773195876289
Colônia do Gurguéia,2202752.0,690,10589.3186,2022-03-24,0.0203,14,6516.0,6484.0,False,700,city,PI,864.8571428571429,-0.07877169559412545
Colônia do Piauí,2202778.0,770,10050.90719,2022-03-24,0.0065,5,7661.0,7656.0,False,688,city,PI,653.5714285714286,-0.6576256113828368
Conceição do Canindé,2202802.0,527,10963.1787,2022-03-24,0.0133,7,4807.0,4803.0,False,627,city,PI,706.4285714285714,2.356687898089172
Coronel José Dias,2202851.0,131,2796.15795,2022-03-24,0.0458,6,4685.0,4682.0,False,637,city,PI,501.14285714285717,-0.9164540816326531
Corrente,2202901.0,2065,7731.47628,2022-03-24,0.0169,35,26709.0,26644.0,False,693,city,PI,706.8571428571429,2.304
Cristalândia do Piauí,2203008.0,70,841.04289,2022-03-24,0.0571,4,8323.0,8294.0,False,601,city,PI,656.1428571428571,-0.8352941176470589
Cristino Castro,2203107.0,1059,10139.79318,2022-03-24,0.0123,13,10444.0,10423.0,False,667,city,PI,758.8571428571429,2.114705882352941
Curimatá,2203206.0,1212,10607.38666,2022-03-24,0.0149,18,11426.0,11388.0,False,671,city,PI,833.4285714285714,0.7565217391304349
Currais,2203230.0,386,7769.72625,2022-03-24,0.0078,3,4968.0,4954.0,False,683,city,PI,778.5714285714286,-0.49870129870129876
Curralinhos,2203255.0,509,11415.1155,2022-03-24,0.0059,3,4459.0,4443.0,False,662,city,PI,776.0,-0.034155597722960174
Curral Novo do Piauí,2203271.0,309,5757.40637,2022-03-24,0.0065,2,5367.0,5343.0,False,664,city,PI,801.4285714285714,1.3587786259541983
Demerval Lobão,2203305.0,3806,27500.0,2022-03-24,0.0102,39,13840.0,13817.0,False,704,city,PI,1050.142857142857,0.8430992736077483
Dirceu Arcoverde,2203354.0,308,4381.84664,2022-03-24,0.0325,10,7029.0,7011.0,False,674,city,PI,1084.142857142857,3.4000000000000004
Dom Expedito Lopes,2203404.0,655,9462.58307,2022-03-24,0.0183,12,6922.0,6904.0,False,679,city,PI,1026.4285714285713,-0.3814919735599622
Domingos Mourão,2203420.0,276,6338.99862,2022-03-24,0.0145,4,4354.0,4355.0,False,667,city,PI,892.7142857142857,-0.7722772277227723
Dom Inocêncio,2203453.0,321,3355.98536,2022-03-24,0.0218,7,9565.0,9556.0,False,672,city,PI,883.4285714285714,-0.16839378238341973
Elesbão Veloso,2203503.0,716,4912.52144,2022-03-24,0.0461,33,14575.0,14602.0,False,694,city,PI,913.0,0.40667976424361485
Eliseu Martins,2203602.0,301,6105.47667,2022-03-24,0.0532,16,4930.0,4915.0,False,619,city,PI,911.8571428571429,-0.02588996763754048
Esperantina,2203701.0,2945,7390.58422,2022-03-24,0.0316,93,39848.0,39737.0,False,703,city,PI,788.8571428571429,-0.2262217551234892
Fartura do Piauí,2203750.0,189,3553.29949,2022-03-24,0.0317,6,5319.0,5307.0,False,693,city,PI,771.8571428571429,-0.38636363636363635
Flores do Piauí,2203800.0,188,4213.35724,2022-03-24,0.0266,5,4462.0,4463.0,False,653,city,PI,705.1428571428571,-0.7129770992366412
Floresta do Piauí,2203859.0,101,3945.3125,2022-03-24,0.0396,4,2560.0,2558.0,False,649,city,PI,680.1428571428571,-0.6340579710144927
Floriano,2203909.0,9801,16328.19658,2022-03-24,0.0184,180,60025.0,59935.0,False,701,city,PI,2034.4285714285713,29.53271028037383
Francinópolis,2204006.0,76,1421.35777,2022-03-24,0.0789,6,5347.0,5348.0,False,703,city,PI,1943.0,-0.8938547486033519
Francisco Ayres,2204105.0,436,10085.58871,2022-03-24,0.0161,7,4323.0,4348.0,False,690,city,PI,1962.2857142857142,0.44850498338870426
Francisco Macedo,2204154.0,501,15656.25,2022-03-24,0.012,6,3200.0,3184.0,False,608,city,PI,1613.142857142857,-0.8298811544991511
Francisco Santos,2204204.0,692,7383.69612,2022-03-24,0.0116,8,9372.0,9319.0,False,687,city,PI,1685.0,2.6613756613756614
Fronteiras,2204303.0,1091,9357.57784,2022-03-24,0.0101,11,11659.0,11625.0,False,682,city,PI,1814.0,4.803191489361702
Geminiano,2204352.0,517,9468.86447,2022-03-24,0.0116,6,5460.0,5442.0,False,640,city,PI,1873.4285714285713,4.118811881188119
Gilbués,2204402.0,908,8490.74247,2022-03-24,0.0077,7,10694.0,10690.0,False,665,city,PI,603.0,-0.9073563922048771
Guadalupe,2204501.0,1474,14042.10727,2022-03-24,0.019,28,10497.0,10499.0,False,664,city,PI,802.7142857142857,18.394736842105264
Guaribas,2204550.0,108,2364.2732,2022-03-24,0.0185,2,4568.0,4562.0,False,620,city,PI,755.8571428571429,-0.7522935779816513
Hugo Napoleão,2204600.0,811,20907.45037,2022-03-24,0.0111,9,3879.0,3877.0,False,671,city,PI,800.1428571428571,0.6187624750499001
Ilha Grande,2204659.0,1292,13661.83779,2022-03-24,0.0163,21,9457.0,9426.0,False,696,city,PI,885.8571428571429,0.8670520231213872
Inhuma,2204709.0,1778,11606.50173,2022-03-24,0.0157,28,15319.0,15308.0,False,704,city,PI,984.0,0.6296975252062329
Ipiranga do Piauí,2204808.0,846,8599.3088,2022-03-24,0.0225,19,9838.0,9811.0,False,682,city,PI,1031.0,0.6363636363636365
Isaías Coelho,2204907.0,914,10670.09106,2022-03-24,0.0098,9,8566.0,8549.0,False,662,city,PI,1031.857142857143,0.0066079295154184425
Itainópolis,2205003.0,1393,12059.56194,2022-03-24,0.0093,13,11551.0,11530.0,False,666,city,PI,1020.2857142857143,-0.0549525101763908
Itaueira,2205102.0,206,1867.97243,2022-03-24,0.1311,27,11028.0,11019.0,False,700,city,PI,1034.2857142857142,0.9074074074074074
Jacobina do Piauí,2205151.0,402,7016.9314,2022-03-24,0.01,4,5729.0,5741.0,False,632,city,PI,975.8571428571429,-0.5043156596794081
Jaicós,2205201.0,2513,13109.02452,2022-03-24,0.0167,42,19170.0,19104.0,False,671,city,PI,1150.2857142857142,0.945046439628483
Jardim do Mulato,2205250.0,278,6159.98227,2022-03-24,0.0144,4,4513.0,4504.0,False,591,city,PI,936.0,-0.843644544431946
Jatobá do Piauí,2205276.0,385,7897.4359,2022-03-24,0.026,10,4875.0,4865.0,False,652,city,PI,870.1428571428571,-0.5449172576832151
Jerumenha,2205300.0,211,4744.77176,2022-03-24,0.0332,7,4447.0,4452.0,False,657,city,PI,769.7142857142857,-0.7691466083150984
João Costa,2205359.0,319,10615.6406,2022-03-24,0.0094,3,3005.0,3008.0,False,595,city,PI,616.2857142857143,-0.7709978463747308
Joaquim Pires,2205409.0,1682,11700.05565,2022-03-24,0.019,32,14376.0,14354.0,False,670,city,PI,827.1428571428571,7.16504854368932
Joca Marques,2205458.0,613,11214.78229,2022-03-24,0.0131,8,5466.0,5443.0,False,643,city,PI,857.2857142857143,0.5248756218905473
José de Freitas,2205508.0,6718,17078.50315,2022-03-24,0.0131,88,39336.0,39208.0,False,696,city,PI,1458.0,1.673298846000796
Juazeiro do Piauí,2205516.0,517,9425.70647,2022-03-24,0.0077,4,5485.0,5478.0,False,671,city,PI,1492.142857142857,0.8597122302158273
Júlio Borges,2205524.0,150,2659.57447,2022-03-24,0.1,15,5640.0,5627.0,False,688,city,PI,1458.5714285714287,-0.6103896103896104
Jurema,2205532.0,307,6426.62759,2022-03-24,0.0228,7,4777.0,4763.0,False,630,city,PI,1472.2857142857142,0.4549763033175356
Lagoa Alegre,2205557.0,374,4360.49901,2022-03-24,0.0348,13,8577.0,8542.0,False,642,city,PI,1480.142857142857,0.17241379310344818
Lagoa de São Francisco,2205573.0,605,8927.25395,2022-03-24,0.0066,4,6777.0,6758.0,False,660,city,PI,1326.2857142857142,-0.6403091557669441
Lagoa do Barro do Piauí,2205565.0,1065,22873.71134,2022-03-24,0.0085,9,4656.0,4655.0,False,701,city,PI,1390.857142857143,0.7373572593800979
Lagoa do Piauí,2205581.0,1057,25938.65031,2022-03-24,0.0057,6,4075.0,4064.0,False,677,city,PI,582.1428571428571,-0.8426615064007145
Lagoa do Sítio,2205599.0,97,1866.10235,2022-03-24,0.134,13,5198.0,5177.0,False,674,city,PI,522.1428571428571,-0.8123791102514507
Lagoinha do Piauí,2205540.0,395,13820.85374,2022-03-24,0.0228,9,2858.0,2845.0,False,654,city,PI,557.1428571428571,1.6333333333333333
Landri Sales,2205607.0,1211,22922.58187,2022-03-24,0.019,23,5283.0,5295.0,False,675,city,PI,686.2857142857143,2.9446254071661238
Luís Correia,2205706.0,2148,7056.96826,2022-03-24,0.0307,66,30438.0,30311.0,False,703,city,PI,939.7142857142857,4.74331550802139
Luzilândia,2205805.0,2755,10802.2271,2022-03-24,0.0221,61,25504.0,25486.0,False,697,city,PI,1246.857142857143,3.553719008264463
Madeiro,2205854.0,412,4938.86358,2022-03-24,0.0146,6,8342.0,8310.0,False,666,city,PI,1153.5714285714287,-0.6131455399061032
Manoel Emídio,2205904.0,504,9418.80022,2022-03-24,0.0377,19,5351.0,5349.0,False,696,city,PI,1074.5714285714287,-0.5231788079470199
Marcolândia,2205953.0,993,11623.55145,2022-03-24,0.0211,21,8543.0,8492.0,False,680,city,PI,1202.5714285714287,9.237113402061855
Marcos Parente,2206001.0,396,8709.03893,2022-03-24,0.0227,9,4547.0,4549.0,False,686,city,PI,1202.7142857142858,0.0025316455696202667
Massapê do Piauí,2206050.0,344,5334.16033,2022-03-24,0.0087,3,6449.0,6441.0,False,643,city,PI,1078.857142857143,-0.7159372419488026
Matias Olímpio,2206100.0,728,6643.54809,2022-03-24,0.0192,14,10958.0,10936.0,False,677,city,PI,876.0,-0.6610800744878957
Miguel Alves,2206209.0,2294,6780.36237,2022-03-24,0.0166,38,33833.0,33760.0,False,700,city,PI,810.1428571428571,-0.16733212341197823
Miguel Leão,2206308.0,289,23268.9211,2022-03-24,0.0104,3,1242.0,1246.0,False,635,city,PI,792.5714285714286,-0.29854368932038833
Milton Brandão,2206357.0,322,4872.88136,2022-03-24,0.0093,3,6608.0,6613.0,False,664,city,PI,766.5714285714286,-0.36111111111111116
Monsenhor Gil,2206407.0,1819,17218.85649,2022-03-24,0.0242,44,10564.0,10564.0,False,693,city,PI,884.5714285714286,0.8318227593152066
Monsenhor Hipólito,2206506.0,786,10119.73735,2022-03-24,0.0076,6,7767.0,7749.0,False,688,city,PI,940.2857142857143,0.9848484848484849
Monte Alegre do Piauí,2206605.0,1192,11229.39237,2022-03-24,0.0159,19,10615.0,10613.0,False,649,city,PI,1061.4285714285713,2.4651162790697674
Morro Cabeça no Tempo,2206654.0,166,3664.45916,2022-03-24,0.0241,4,4530.0,4532.0,False,692,city,PI,981.1428571428571,-0.771978021978022
Morro do Chapéu do Piauí,2206670.0,1147,16840.40523,2022-03-24,0.0061,7,6811.0,6796.0,False,681,city,PI,817.2857142857143,-0.5
Murici dos Portelas,2206696.0,330,3583.45097,2022-03-24,0.0333,11,9209.0,9159.0,False,644,city,PI,823.1428571428571,0.1418685121107266
Nazaré do Piauí,2206704.0,455,6214.14914,2022-03-24,0.033,15,7322.0,7339.0,False,697,city,PI,842.1428571428571,0.4130434782608696
Nazária,2206720.0,454,5277.84236,2022-03-24,0.0419,19,8602.0,8570.0,False,699,city,PI,647.1428571428571,-0.7504123144584937
Nossa Senhora de Nazaré,2206753.0,594,12144.75567,2022-03-24,0.032,19,4891.0,4870.0,False,646,city,PI,619.7142857142857,-0.2442748091603053
Nossa Senhora dos Remédios,2206803.0,947,10856.35676,2022-03-24,0.0169,16,8723.0,8692.0,False,671,city,PI,584.7142857142857,-0.20553691275167785
Nova Santa Rita,2207959.0,151,3445.12891,2022-03-24,0.0265,4,4383.0,4374.0,False,672,city,PI,582.5714285714286,-0.09036144578313254
Novo Oriente do Piauí,2206902.0,426,6497.86455,2022-03-24,0.0305,13,6556.0,6565.0,False,639,city,PI,479.57142857142856,-0.6285963382737576
Novo Santo Antônio,2206951.0,281,9357.30936,2022-03-24,0.0178,5,3003.0,2991.0,False,667,city,PI,472.57142857142856,-0.14848484848484844
Oeiras,2207009.0,6021,16235.6748,2022-03-24,0.0151,91,37085.0,37029.0,False,695,city,PI,1267.7142857142858,12.232967032967032
Olho D'Água do Piauí,2207108.0,291,11790.92382,2022-03-24,0.0103,3,2468.0,2459.0,False,672,city,PI,1244.4285714285713,-0.3590308370044053
Padre Marcos,2207207.0,529,7696.78452,2022-03-24,0.017,9,6873.0,6868.0,False,670,city,PI,1235.142857142857,-0.10942760942760943
Paes Landim,2207306.0,240,5816.77169,2022-03-24,0.0333,8,4126.0,4129.0,False,649,city,PI,1134.142857142857,-0.7465681098204857
Pajeú do Piauí,2207355.0,104,3055.22914,2022-03-24,0.0865,9,3404.0,3389.0,False,640,city,PI,1127.4285714285713,-0.3112582781456954
Palmeira do Piauí,2207405.0,237,4706.11597,2022-03-24,0.0253,6,5036.0,5043.0,False,648,city,PI,1100.4285714285713,-0.4436619718309859
Palmeirais,2207504.0,332,2275.99918,2022-03-24,0.0723,24,14587.0,14539.0,False,692,city,PI,1107.7142857142858,0.18149466192170816
Paquetá,2207553.0,196,4978.40996,2022-03-24,0.0459,9,3937.0,3945.0,False,629,city,PI,275.57142857142856,-0.9674472678956983
Parnaguá,2207603.0,327,3022.46049,2022-03-24,0.0306,10,10819.0,10791.0,False,670,city,PI,280.7142857142857,0.12371134020618557
Parnaíba,2207702.0,19496,12702.46674,2022-03-24,0.0247,482,153482.0,153078.0,False,723,city,PI,2990.285714285714,35.85444234404537
Passagem Franca do Piauí,2207751.0,258,5968.07772,2022-03-24,0.0426,11,4323.0,4313.0,False,672,city,PI,2992.8571428571427,0.07499999999999996
Patos do Piauí,2207777.0,453,7071.49547,2022-03-24,0.0265,12,6406.0,6392.0,False,650,city,PI,3042.714285714286,3.355769230769231
Pau D'Arco do Piauí,2207793.0,458,11266.91267,2022-03-24,0.0109,5,4065.0,4045.0,False,676,city,PI,3074.285714285714,0.9324894514767932
Paulistana,2207801.0,1308,6363.72482,2022-03-24,0.0138,18,20554.0,20523.0,False,671,city,PI,3213.714285714286,2.9397590361445785
Pavussu,2207850.0,502,13682.20223,2022-03-24,0.0299,15,3669.0,3677.0,False,675,city,PI,3257.4285714285716,1.5612244897959182
Pedro II,2207900.0,5046,13012.53288,2022-03-24,0.0228,115,38778.0,38742.0,False,701,city,PI,3931.5714285714284,14.431192660550458
Pedro Laurentino,2207934.0,80,3144.65409,2022-03-24,0.025,2,2544.0,2536.0,False,670,city,PI,1157.857142857143,-0.9958965941731637
Picos,2208007.0,11629,14827.04543,2022-03-24,0.0157,182,78431.0,78222.0,False,705,city,PI,2782.285714285714,44.07364341085271
Pimenteiras,2208106.0,1332,10972.89727,2022-03-24,0.0233,31,12139.0,12127.0,False,707,city,PI,2907.8571428571427,1.9403973509933774
Pio IX,2208205.0,1708,9252.93895,2022-03-24,0.0135,23,18459.0,18425.0,False,693,city,PI,3086.4285714285716,2.7292576419213974
Piracuruca,2208304.0,3021,10462.70001,2022-03-24,0.0351,106,28874.0,28791.0,False,714,city,PI,3331.1428571428573,1.3096330275229358
Piripiri,2208403.0,13766,21581.19993,2022-03-24,0.0152,209,63787.0,63742.0,False,695,city,PI,5226.0,26.422310756972113
Porto,2208502.0,553,4386.10406,2022-03-24,0.0271,15,12608.0,12568.0,False,687,city,PI,4584.142857142857,-0.8904082441537852
